 JDAY,WB,VOLIN(m3),VOLPR(m3),VOLOUT(m3),VOLWD(m3),VOLEV(m3),VOLDT(m3),VOLTRB(m3),VOLICE(m3),%VOLerror,
   307.000,   1,  0.63204499E+09,   0.00000000E+00,  -0.13026712E+10,   0.00000000E+00,   0.00000000E+00,  -0.95618966E+07,   0.00000000E+00,   0.00000000E+00,  -0.61164828E-11,
   308.000,   1,  0.64119195E+09,   0.00000000E+00,  -0.13129098E+10,   0.00000000E+00,   0.00000000E+00,  -0.96021383E+07,   0.00000000E+00,   0.00000000E+00,  -0.40592314E-11,
   309.000,   1,  0.65034179E+09,   0.00000000E+00,  -0.13231516E+10,   0.00000000E+00,   0.00000000E+00,  -0.96423927E+07,   0.00000000E+00,   0.00000000E+00,  -0.14148807E-11,
   310.000,   1,  0.65949375E+09,   0.00000000E+00,  -0.13333958E+10,   0.00000000E+00,   0.00000000E+00,  -0.96826564E+07,   0.00000000E+00,   0.00000000E+00,   0.69754891E-13,
   311.000,   1,  0.66864969E+09,   0.00000000E+00,  -0.13436444E+10,   0.00000000E+00,   0.00000000E+00,  -0.97229377E+07,   0.00000000E+00,   0.00000000E+00,  -0.85308154E-12,
   312.000,   1,  0.67779771E+09,   0.00000000E+00,  -0.13538842E+10,   0.00000000E+00,   0.00000000E+00,  -0.97631840E+07,   0.00000000E+00,   0.00000000E+00,  -0.55098233E-11,
   313.000,   1,  0.68694769E+09,   0.00000000E+00,  -0.13641261E+10,   0.00000000E+00,   0.00000000E+00,  -0.98034391E+07,   0.00000000E+00,   0.00000000E+00,  -0.62295482E-11,
   314.000,   1,  0.69610149E+09,   0.00000000E+00,  -0.13743724E+10,   0.00000000E+00,   0.00000000E+00,  -0.98437109E+07,   0.00000000E+00,   0.00000000E+00,  -0.58208394E-11,
   315.000,   1,  0.70525406E+09,   0.00000000E+00,  -0.13846172E+10,   0.00000000E+00,   0.00000000E+00,  -0.98839773E+07,   0.00000000E+00,   0.00000000E+00,  -0.27326802E-11,
   316.000,   1,  0.71439285E+09,   0.00000000E+00,  -0.13948467E+10,   0.00000000E+00,   0.00000000E+00,  -0.99241830E+07,   0.00000000E+00,   0.00000000E+00,  -0.39887320E-11,
