 Branch:,           1 , # of structures:,          23  outlet temperatures
      JDAY,      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,
  253.2835,    -99.00,    -99.00,    -99.00,    -99.00,     19.87,     17.28,     14.68,      9.00,      9.09,      8.25,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.24,    -99.00,      9.08,      8.17,      7.56,      7.07,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,    126.98,     19.99,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      5.02,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  253.3254,    -99.00,    -99.00,    -99.00,    -99.00,     19.85,     17.24,     14.58,      9.05,      9.13,      8.29,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.21,    -99.00,      9.13,      8.21,      7.58,      7.08,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,    126.98,     19.99,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      5.02,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  253.3666,    -99.00,    -99.00,    -99.00,    -99.00,     19.86,     17.19,     14.47,      9.06,      9.12,      8.30,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.23,    -99.00,      9.14,      8.23,      7.59,      7.09,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,    126.98,     19.99,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      5.02,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  253.4083,    -99.00,    -99.00,    -99.00,    -99.00,     19.94,     17.20,     14.39,      9.06,      9.12,      8.30,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.32,    -99.00,      9.14,      8.24,      7.60,      7.09,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,    126.99,     19.99,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      5.01,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  253.4501,    -99.00,    -99.00,    -99.00,    -99.00,     19.97,     17.15,     14.14,      9.06,      9.10,      8.31,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.36,    -99.00,      9.13,      8.25,      7.62,      7.10,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,    126.99,     19.99,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      5.01,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  253.4910,    -99.00,    -99.00,    -99.00,    -99.00,     19.95,     17.06,     14.03,      9.07,      9.11,      8.34,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.34,    -99.00,      9.11,      8.29,      7.66,      7.12,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,    126.99,     19.99,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      5.01,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  253.5340,    -99.00,    -99.00,    -99.00,    -99.00,     19.88,     16.97,     13.95,      9.10,      9.12,      8.39,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.28,    -99.00,      9.13,      8.34,      7.71,      7.15,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,    126.99,     19.99,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      5.01,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  253.5769,    -99.00,    -99.00,    -99.00,    -99.00,     19.79,     16.88,     13.86,      9.09,      9.18,      8.40,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.19,    -99.00,      9.13,      8.37,      7.74,      7.17,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,    126.99,     19.99,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      5.01,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  253.6178,    -99.00,    -99.00,    -99.00,    -99.00,     19.78,     16.90,     13.85,      9.08,      9.17,      8.40,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.19,    -99.00,      9.11,      8.38,      7.76,      7.18,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,    126.99,     19.99,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      5.01,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  253.6592,    -99.00,    -99.00,    -99.00,    -99.00,     19.78,     16.91,     13.82,      9.04,      9.13,      8.38,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.19,    -99.00,      9.08,      8.37,      7.75,      7.18,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,    126.99,     19.99,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      5.01,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  253.7012,    -99.00,    -99.00,    -99.00,    -99.00,     19.84,     17.01,     13.90,      9.02,      9.12,      8.38,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.24,    -99.00,      9.06,      8.36,      7.76,      7.18,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,    126.99,     19.99,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      5.00,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  253.7423,    -99.00,    -99.00,    -99.00,    -99.00,     19.86,     17.10,     14.15,      9.00,      9.13,      8.38,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.26,    -99.00,      9.06,      8.37,      7.76,      7.18,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,    126.99,     19.99,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      5.00,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  253.7841,    -99.00,    -99.00,    -99.00,    -99.00,     19.78,     17.11,     14.25,      9.00,      9.14,      8.38,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.19,    -99.00,      9.06,      8.37,      7.76,      7.18,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,    126.99,     19.99,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      5.00,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  253.8263,    -99.00,    -99.00,    -99.00,    -99.00,     19.71,     17.14,     14.39,      9.03,      9.08,      8.38,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.12,    -99.00,      9.06,      8.37,      7.75,      7.17,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,    127.00,     19.99,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      5.00,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  253.8679,    -99.00,    -99.00,    -99.00,    -99.00,     19.67,     17.12,     14.43,      9.00,      9.06,      8.35,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.09,    -99.00,      9.04,      8.33,      7.71,      7.14,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,    127.00,     19.99,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      5.00,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  253.9092,    -99.00,    -99.00,    -99.00,    -99.00,     19.66,     17.08,     14.40,      8.95,      9.02,      8.29,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.10,    -99.00,      8.99,      8.27,      7.64,      7.10,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,    127.00,     19.99,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      5.00,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  253.9512,    -99.00,    -99.00,    -99.00,    -99.00,     19.74,     17.14,     14.47,      8.93,      9.02,      8.26,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.19,    -99.00,      8.97,      8.23,      7.59,      7.08,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,    127.00,     19.99,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      5.00,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  253.9926,    -99.00,    -99.00,    -99.00,    -99.00,     19.79,     17.17,     14.53,      8.93,      9.04,      8.25,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.25,    -99.00,      8.97,      8.20,      7.56,      7.06,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,    127.00,     19.99,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      5.00,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  254.0347,    -99.00,    -99.00,    -99.00,    -99.00,     19.81,     17.20,     14.58,      8.96,      8.93,      8.45,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.26,    -99.00,      8.99,      8.19,      7.55,      7.05,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,     92.76,     54.23,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.99,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  254.0769,    -99.00,    -99.00,    -99.00,    -99.00,     19.85,     17.27,     14.67,      9.00,      8.97,      8.41,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.30,    -99.00,      9.03,      8.20,      7.54,      7.04,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,     92.76,     54.24,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.99,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  254.1183,    -99.00,    -99.00,    -99.00,    -99.00,     19.88,     17.29,     14.64,      9.01,      8.97,      8.41,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.32,    -99.00,      9.09,      8.19,      7.53,      7.03,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,     92.76,     54.24,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.99,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  254.1605,    -99.00,    -99.00,    -99.00,    -99.00,     19.92,     17.30,     14.57,      9.01,      8.97,      8.40,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.36,    -99.00,      9.09,      8.13,      7.51,      7.03,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,     92.76,     54.24,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.99,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  254.1997,    -99.00,    -99.00,    -99.00,    -99.00,     20.00,     17.34,     14.54,      9.03,      8.98,      8.42,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.43,    -99.00,      9.11,      8.15,      7.52,      7.03,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,     92.76,     54.24,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.99,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  254.2415,    -99.00,    -99.00,    -99.00,    -99.00,     20.00,     17.32,     14.47,      9.06,      9.00,      8.44,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.43,    -99.00,      9.15,      8.18,      7.54,      7.04,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,     92.76,     54.24,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.99,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  254.2834,    -99.00,    -99.00,    -99.00,    -99.00,     19.98,     17.32,     14.48,      9.13,      9.05,      8.50,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.40,    -99.00,      9.21,      8.23,      7.58,      7.05,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,     92.76,     54.24,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.99,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  254.3256,    -99.00,    -99.00,    -99.00,    -99.00,     19.94,     17.31,     14.50,      9.18,      9.09,      8.55,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.35,    -99.00,      9.27,      8.28,      7.62,      7.07,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,     92.76,     54.24,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.99,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  254.3667,    -99.00,    -99.00,    -99.00,    -99.00,     19.89,     17.25,     14.46,      9.19,      9.10,      8.56,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.31,    -99.00,      9.28,      8.30,      7.64,      7.08,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,     92.76,     54.24,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.98,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  254.4081,    -99.00,    -99.00,    -99.00,    -99.00,     19.87,     17.18,     14.39,      9.19,      9.09,      8.55,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.30,    -99.00,      9.27,      8.31,      7.66,      7.09,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,     92.76,     54.24,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.98,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  254.4498,    -99.00,    -99.00,    -99.00,    -99.00,     19.84,     17.10,     14.20,      9.17,      9.16,      8.54,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.29,    -99.00,      9.26,      8.31,      7.67,      7.10,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,     92.77,     54.24,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.98,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  254.4936,    -99.00,    -99.00,    -99.00,    -99.00,     19.80,     17.00,     14.12,      9.16,      9.14,      8.54,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.27,    -99.00,      9.25,      8.36,      7.69,      7.11,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,     92.77,     54.24,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.98,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  254.5349,    -99.00,    -99.00,    -99.00,    -99.00,     19.82,     17.00,     14.27,      9.18,      9.17,      8.56,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.31,    -99.00,      9.26,      8.39,      7.71,      7.13,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,     92.77,     54.24,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.98,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  254.5765,    -99.00,    -99.00,    -99.00,    -99.00,     19.83,     16.99,     14.44,      9.18,      9.17,      8.62,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.32,    -99.00,      9.26,      8.39,      7.72,      7.13,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,     92.77,     54.24,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.98,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  254.6176,    -99.00,    -99.00,    -99.00,    -99.00,     19.85,     17.02,     14.49,      9.18,      9.17,      8.62,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.35,    -99.00,      9.26,      8.39,      7.73,      7.14,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,     92.77,     54.24,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.98,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  254.6587,    -99.00,    -99.00,    -99.00,    -99.00,     19.87,     17.06,     14.54,      9.18,      9.18,      8.55,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.38,    -99.00,      9.26,      8.39,      7.72,      7.14,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,     92.77,     54.24,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.97,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  254.7008,    -99.00,    -99.00,    -99.00,    -99.00,     19.88,     17.08,     14.56,      9.16,      9.15,      8.53,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.40,    -99.00,      9.24,      8.36,      7.70,      7.13,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,     92.77,     54.24,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.97,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  254.7421,    -99.00,    -99.00,    -99.00,    -99.00,     19.92,     17.11,     14.58,      9.13,      9.13,      8.51,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     20.44,    -99.00,      9.22,      8.33,      7.67,      7.11,    -99.00,      0.00,      0.00,      0.00,      0.00,      5.01,      5.01,      5.01,      5.01,     92.77,     54.24,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.97,      0.00,      4.96,      1.97,     13.71,      3.36,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
