 Branch:,           1 , # of structures:,          23  outlet temperatures
      JDAY,      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,
  342.0630,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     12.05,     11.45,      9.13,    -99.00,    -99.00,    -99.00,     12.71,    -99.00,     12.46,     12.09,     11.85,     11.37,      8.23,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     26.63,     34.38,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  342.1035,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     12.05,     11.43,      9.13,    -99.00,    -99.00,    -99.00,     12.70,    -99.00,     12.45,     12.10,     11.86,     11.34,      8.23,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     26.63,     34.38,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  342.1450,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     12.06,     11.41,      9.14,    -99.00,    -99.00,    -99.00,     12.68,    -99.00,     12.44,     12.10,     11.86,     11.29,      8.21,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     26.63,     34.38,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  342.1867,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     12.06,     11.39,      9.16,    -99.00,    -99.00,    -99.00,     12.68,    -99.00,     12.41,     12.11,     11.87,     11.23,      8.21,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     26.63,     34.38,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  342.2299,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     12.06,     11.36,      9.22,    -99.00,    -99.00,    -99.00,     12.67,    -99.00,     12.40,     12.11,     11.87,     11.16,      8.20,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     26.63,     34.38,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  342.2717,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     12.06,     11.32,      9.25,    -99.00,    -99.00,    -99.00,     12.66,    -99.00,     12.39,     12.11,     11.86,     11.08,      8.28,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     26.63,     34.38,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  342.3118,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     12.05,     11.29,      9.28,    -99.00,    -99.00,    -99.00,     12.65,    -99.00,     12.38,     12.09,     11.85,     11.02,      8.28,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     26.63,     34.38,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  342.3540,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     12.05,     11.26,      9.32,    -99.00,    -99.00,    -99.00,     12.64,    -99.00,     12.36,     12.09,     11.84,     10.97,      8.28,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     26.63,     34.38,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  342.3958,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     12.05,     11.24,      9.37,    -99.00,    -99.00,    -99.00,     12.63,    -99.00,     12.35,     12.09,     11.83,     10.94,      8.28,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     26.63,     34.38,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  342.4376,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     12.04,     11.21,      9.40,    -99.00,    -99.00,    -99.00,     12.63,    -99.00,     12.34,     12.09,     11.82,     10.91,      8.27,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     26.63,     34.38,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  342.4788,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     12.04,     11.16,      9.44,    -99.00,    -99.00,    -99.00,     12.64,    -99.00,     12.33,     12.08,     11.81,     10.90,      8.26,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     26.63,     34.38,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  342.5205,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     12.03,     11.14,      9.50,    -99.00,    -99.00,    -99.00,     12.64,    -99.00,     12.32,     12.09,     11.79,     10.89,      8.17,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     26.63,     34.38,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  342.5635,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     12.04,     11.17,      9.57,    -99.00,    -99.00,    -99.00,     12.65,    -99.00,     12.33,     12.09,     11.81,     10.94,      8.19,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     26.63,     34.38,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  342.6037,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     12.11,     11.35,      9.73,    -99.00,    -99.00,    -99.00,     12.67,    -99.00,     12.40,     12.16,     11.90,     11.14,      8.31,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     26.63,     34.38,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  342.6460,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     12.21,     11.49,      9.87,    -99.00,    -99.00,    -99.00,     12.72,    -99.00,     12.53,     12.27,     12.00,     11.30,      8.38,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     26.63,     34.38,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  342.6885,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     12.26,     11.40,      9.73,    -99.00,    -99.00,    -99.00,     12.72,    -99.00,     12.60,     12.33,     12.02,     11.20,      8.20,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     26.63,     34.38,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  342.7311,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     12.28,     11.23,      9.44,    -99.00,    -99.00,    -99.00,     12.72,    -99.00,     12.63,     12.35,     11.94,     10.97,      7.98,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     26.63,     34.38,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  342.7723,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     12.24,     11.09,      9.35,    -99.00,    -99.00,    -99.00,     12.71,    -99.00,     12.63,     12.34,     11.90,     10.85,      7.93,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     26.63,     34.38,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  342.8131,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     12.19,     11.05,      9.40,    -99.00,    -99.00,    -99.00,     12.70,    -99.00,     12.63,     12.29,     11.79,     10.82,      7.98,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     26.63,     34.38,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  342.8549,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     12.06,     11.00,      9.46,    -99.00,    -99.00,    -99.00,     12.69,    -99.00,     12.62,     12.18,     11.60,     10.79,      8.03,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     26.63,     34.38,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  342.8962,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     11.89,     10.96,      9.50,    -99.00,    -99.00,    -99.00,     12.69,    -99.00,     12.53,     12.01,     11.46,     10.74,      8.06,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     26.63,     34.38,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  342.9390,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     11.77,     10.94,      9.51,    -99.00,    -99.00,    -99.00,     12.68,    -99.00,     12.38,     11.88,     11.40,     10.75,      8.10,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     26.63,     34.38,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  342.9800,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     11.75,     10.97,      9.56,    -99.00,    -99.00,    -99.00,     12.67,    -99.00,     12.28,     11.85,     11.42,     10.81,      8.13,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     26.63,     34.38,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  343.0225,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     11.79,     11.02,      9.60,    -99.00,    -99.00,    -99.00,     12.66,    -99.00,     12.22,     11.86,     11.47,     10.89,      8.10,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     25.86,     35.15,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  343.0625,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     11.82,     11.08,      9.62,    -99.00,    -99.00,    -99.00,     12.66,    -99.00,     12.18,     11.88,     11.55,     10.98,      8.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     25.86,     35.15,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  343.1048,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     11.85,     11.17,      9.66,    -99.00,    -99.00,    -99.00,     12.65,    -99.00,     12.17,     11.91,     11.61,     11.07,      8.07,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     25.86,     35.15,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  343.1464,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     11.87,     11.23,      9.70,    -99.00,    -99.00,    -99.00,     12.64,    -99.00,     12.15,     11.93,     11.66,     11.11,      8.06,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     25.86,     35.15,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  343.1883,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     11.88,     11.27,      9.74,    -99.00,    -99.00,    -99.00,     12.63,    -99.00,     12.14,     11.93,     11.69,     11.17,      8.07,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     25.86,     35.15,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  343.2295,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     11.88,     11.28,      9.72,    -99.00,    -99.00,    -99.00,     12.62,    -99.00,     12.13,     11.93,     11.70,     11.19,      8.07,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     25.86,     35.15,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  343.2720,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     11.88,     11.27,      9.62,    -99.00,    -99.00,    -99.00,     12.61,    -99.00,     12.12,     11.93,     11.69,     11.19,      8.06,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     25.86,     35.15,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  343.3131,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     11.87,     11.26,      9.57,    -99.00,    -99.00,    -99.00,     12.60,    -99.00,     12.11,     11.93,     11.69,     11.18,      8.06,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     25.86,     35.15,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  343.3553,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     11.87,     11.26,      9.59,    -99.00,    -99.00,    -99.00,     12.59,    -99.00,     12.10,     11.93,     11.69,     11.18,      8.10,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     25.86,     35.15,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  343.3964,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     11.87,     11.26,      9.59,    -99.00,    -99.00,    -99.00,     12.59,    -99.00,     12.10,     11.92,     11.68,     11.17,      8.12,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     25.86,     35.15,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  343.4384,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     11.85,     11.22,      9.52,    -99.00,    -99.00,    -99.00,     12.59,    -99.00,     12.09,     11.91,     11.65,     11.13,      8.12,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     25.86,     35.15,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  343.4802,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     11.82,     11.17,      9.37,    -99.00,    -99.00,    -99.00,     12.59,    -99.00,     12.08,     11.88,     11.60,     11.11,      8.09,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     25.86,     35.15,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  343.5229,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     11.79,     11.14,      9.30,    -99.00,    -99.00,    -99.00,     12.59,    -99.00,     12.07,     11.86,     11.57,     11.06,      8.07,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      1.94,     25.86,     35.15,      0.00,      0.00,      0.00,      1.92,      0.00,      2.12,      2.50,      7.92,      1.94,     33.90,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
